entry_id,seq_num,word,word_type,english_example,kashmiri_word,kashmiri_example,urdu_translation,chinese_word,chinese_example,turkish_word,turkish_example
6603,4,trail,VT,"Jasmine creeper is trailing over the walls.
",??????????? ????????,?????? ?????? ???? ????? ?????? ????? ?????,?????? ?? ??? ??????? ?? ???? ????  ,??,?????????,iz,Yasemin sarmasigi duvarlarin üzerinden geçiyor.
6603,5,trail,VT,"The party is trailing badly in the polls.
",?????,????? ???  ??????? ????  ???? ??????? ???? ??????,????? ???????? ??? ??? ??? ??? ???  ???,??,???????????,iz,Parti anketlerde kötü bir sekilde geride kaliyor.
6603,6,trail,VT,"Tired Shyam trailed behind his brother.
",??????? ???????????? ?????? ?????,??????? ??? ??? ???? ????? ????? ????? ???? ?????,???? ??? ???? ???? ????? ?? ????? ????? ?? ????,??,?????????????,iz,Yorgun Shyam kardesinin pesinden gitti.
6604,1,train,N,"The boy saw the train coming.
",???,????? ???? ??? ?????,???? ?? ??? ???? ??? ??? ????? ?,??,?????????,tren,Çocuk trenin geldigini gördü.
6604,2,train,N,"We saw the baggage train.
",???,???? ???? ????? ????? ???,?? ?? ????? ???? ???  ??????,??,??????????,tren,Bagaj trenini gördük.
6604,3,train,N,"The actress was followed by a train of admirers.
",???,??????? ???? ???? ?? ???? ???????? ????? ????? ??? ?????,??????? ?? ????? ?????? ?? ??? ???? ?? ????,??,???????????????,tren,Oyuncuyu hayran kitlesi takip etti.
6604,4,train,N,"His call obstructed my train of thoughts.
",????????,???? ??????? ???? ???? ?????? ??? ????? ????? ????????,?? ?? ??? ?? ???? ??????  ?? ??????? ??? ????,??,????????????,tren,Çagrisi düsünce akisimi engelledi.
6604,5,train,N,"The girls are holding the train of the bride`s gown.
",?????,???? ??? ?????? ?????? ??????  ????? ???? ???????,?????? ?? ???? ?? ???? ?? ???? ???? ???? ???,??,?????????????,tren,Kizlar gelinligin kuyruk kismini tutuyorlar.
6604,6,train,VT,"We have to train our children properly.
",??????????,???? ???? ????? ????? ???? ????? ????????????,"???? ???? ???? ?? ???? ????? ?? ????? ???? ????? ?
",??,???????????????,tren,Çocuklarimizi dogru egitmeliyiz.
6604,7,train,VT,"They train their students well.
",???????? ????,??? ?????? ?????? ???? ???? ????? ??????,"?? ???? ????? ?? ???? ??? ?? ????? ???? ????
",??,?????????????,tren,Ögrencilerini iyi yetistiriyorlar.
6604,8,train,VT,"He trained the dog to look after the house.
",???????? ????,???? ??? ????? ????? ?????? ????? ???????,"?? ?? ??? ?? ??? ?? ???? ???? ???? ?? ????? ???
",??,???????,tren,Köpegi eve bakmasi için egitti.
6604,9,training,N,"Anand got good training in chess.
",????????,????? ??? ?????? ???? ??? ????? ????? ?????,"???? ?? ????? ??? ???? ????? ??? ?? 
",??,????????????????,egitim,Anand satrançta iyi bir egitim aldi.
6605,1,trample,VT,"The cows trampled the garden.
",????? ????? ??????,????? ??? ???? ???? ???????,????? ?? ??? ?? ???? ?????,??,???????,ayaklar altina almak,Inekler bahçeyi çignedi.
6605,2,trample,VT,"I trampled him for his misbehaviour.
",???? ?????,??? ???? ??? ???? ?????? ???????? ????? ??????,??? ?? ?? ?? ??????? ?? ??? ??? ???? ???  ?,??,??????????????,ayaklar altina almak,Kötü davranisindan dolayi onu ayaklar altina aldim.
6606,1,transcend,V,"The idea is that love transcends everything else.
",???????? ?????? ????,???? ??? ??? ?? ???? ??? ??????? ????? ?????  ??? ???????? ???????  ,???? ?? ?? ?? ???? ?? ??? ?? ?????? ???,??,???????????,asmak,"Buradaki fikir, sevginin her seyin ötesinde oldugudur."
6607,1,transfer,VI,"Ajay was transferred from Delhi to Bhilai.
",???????? ???????,??? ???????  ???? ????? ??????? ????????,"??? ?? ???? ?? ??????? ????? ??? ??? ????
",??,????????????,aktarma,"Ajay, Delhi'den Bhilai'ye transfer edildi."
6607,2,transfer,VI,"He transferred his property rights to his brother.
",??????? ?????,????? ??? ????? ????????? ????? ????? ???? ????????,"?? ?? ???? ??????? ?? ???? ???? ????? ?? ????? ???????
",??,??????????????,aktarma,Mülkiyet haklarini kardesine devretti.
6607,3,transfer,VI,"Can you transfer the data from disk to tape?
",????? ?????,???? ???? ????? ??? ????   ???? ??????  ???? ??? ????? ?????? ?,"??? ?? ???? ?? ??? ?? ??? ??? ????? ?????? ????
",??,???????????????,aktarma,Verileri diskten kasete aktarabilir misiniz?
6607,4,transfer,N,"Uma`s transfer was a surprise to her friends.
",????????,??? ???? ???????? ?? ????? ??? ??? ??? ????? ??????,"??? ?? ?????? ?? ?? ?????? ?? ??? ???? ?? ???? ????
",??,????????????????,aktarma,Uma'nin transferi arkadaslari için sürpriz oldu.
6607,5,transferable,Adj,"His job is not transferable.
",??????? ???????? ?????,????? ????? ????? ??? ??? ??????? ???????? ??????,"?? ?? ?????  ???? ?????? ???? ???
",????,?????????,devredilebilir,Görevi devredilemez.
6608,1,transform,VT,"The barren land was transformed into a beautiful garden.
",??????,?????? ?????? ???????? ???? ???????? ???? ?????,"???? ???? ??? ??????? ??? ??? ????? ?? ????
",??,??????????????,dönüstürmek,Çorak arazi güzel bir bahçeye dönüstürüldü.
6608,2,transformation,N,"The new officer is responsible for this transformation in the official machinery.
",????????,???? ???? ??? ???? ? ??? ?????? ????????? ????? ???????? ????? ?,"??? ???? ?????? ?????? ???  ?????? ?? ??? ??? ???
",??,???????????????,dönüsüm,"Yeni subay, resmi mekanizmadaki bu dönüsümden sorumludur."
6609,1,transit,N,"My suitcase was lost in transit.
",??????,??? ???  ???? ???  ?????? ???? ???????,"???? ??? ??? ??? ??? ??? ??? ????
",??,??????????????,transit,Bavulum tasima sirasinda kayboldu.
6609,2,transition,N,"Adolescence is a transition from childhood to youth.
",??????,?????  ??? ?????? ?????? ????? ?????? ????,????? ???? ?? ??????? ?? ?? ????? ???,??,??????????????,geçis,Ergenlik çocukluktan gençlige geçis dönemidir.
6610,1,translate,V,"Can you translate this passage?
",???????? ?????,???? ????? ?????? ??? ?????? ???????? ???????,??? ?? ?? ????? ?? ????? ?? ???? ????,??,???????????,tercüme etmek,Bu pasaji çevirebilir misiniz?
6610,2,translation,N,"Today`s computers help in translation.
",???????,????  ??????? ??? ????? ????? ??????? ?????,"?? ?? ??????? ????? ???? ??? ??? ???? ????
",??,????????????,çeviri,Günümüzün bilgisayarlari çeviriye yardimci oluyor.
6611,1,transmission,N,"We will see a live transmission from Wimbledon.
",???????,???  ????? ????????  ??????? ???? ??????? ????????,"?? ?????? ?? ???  ???? ????  ?????? ???
",??,????????????????????,bulasma,Wimbledon'dan canli yayin görecegiz.
6611,2,transmit,VT,"Radio will transmit today`s programme.
",????? ?????,????? ????  ????? ??????? ??????,????? ?? ?? ??????? ??? ??? ???,??,???????????,iletmek,Radyo bugünün programini yayinlayacak.
6611,3,transmit,VT,"Did you transmit the message?
",????,??? ??????????  ??? ??????,??? ?? ?? ????? ????????,??,????????,iletmek,Mesaji ilettiniz mi?
6612,1,transparent,Adj,"This is a tranparent material.
",????? ?????? ?????? ?????????,???? ??? ???? ?????,?? ??? ???? ???? ???,???,?????????,seffaf,Bu seffaf bir malzemedir.
6612,2,transparent,Adj,"Banabhatta had a transparent style of diction.
",?????????,????????? ??? ????? ?????  ?????? ????,???? ???? ?? ??? ???? ????? ???? ????,???,??????????????,seffaf,Banabhatta'nin seffaf bir diksiyon tarzi vardi.
6613,1,transport,N,"There are various means of transport.
",??????,???? ??? ????? ?????? ???????,"??? ? ??? ?? ????? ????? ???
",??,????????,ulasim,Çesitli ulasim araçlari bulunmaktadir.
6613,2,transport,V,"You have to transport the goods in a lorry.
",????? ????? ??????? ?????? ????? ????,???? ????? ????? ?????? ???? ????? ???? ????? ????? ???? ?????,"?? ?? ????? ??? ??? ??? ???? ?? ????? ???? ?? ???? ???
",??,???????????,ulasim,Mallari bir kamyonla tasimaniz gerekiyor.
6613,3,transport,V,"The Britishers transported the freedom-fighters to far away.
",??? ???? ??? ???? ?????,??????? ???? ????? ?????? ????? ???? ???? ??????,????? ?????? ?? ???????? ?? ??? ??? ???? ??? ????,??,?????????????????,ulasim,Ingilizler özgürlük savasçilarini çok uzaklara götürdü.
6613,4,transportation,N,"Transportation of goods over a long distance has become fairly easy now.
",???? ?? ?????? ????? ????? ??????? ?????? ?????  ?????????,???? ??????? ????? ????? ???? ????? ????? ???? ????????? ??? ????  ?????? ????? ??? ??? ????????,"???? ????? ?? ????? ?? ??? ? ??? ?? ???? ???? ????? ???
",??,??,??????????????,toplu tasima,Uzun mesafelere esya tasimak artik oldukça kolay hale geldi.
6613,5,transportation,N,"During the World War, transportation was prevalent.
",????? ?????,??? ???????? ???? ?? ???? ???? ????,"????? ??? ?? ????? ??? ??? ????  ??? ????
",??,??????,???????,toplu tasima,Dünya Savasi sirasinda ulasim yaygindi.
6614,1,trap,N,"The rat was caught in a trap.
",????,????? ??????  ????? ?????,"????  ??? ??? ???? ??? ????
",??,??????????,tuzak,Fare bir tuzaga yakalandi.
6614,2,trap,V,"He was trapped inside when the fire broke out.
",??????,?????? ???  ???? ??? ???  ??????? ????? ?????????,"?? ?? ??? ?? ?? ???? ???? ??? ????
",??,?????,???????,tuzak,Yangin çiktiginda içeride mahsur kaldi.
6614,3,trap,V,"The hunter hid behind the bushes to trap the antelope.
",??? ???????,????? ???? ??? ????? ????? ????? ????? ???? ???? ??????,????? ??? ?? ??????? ?? ??? ??????? ?? ????? ???? ????,??,??????????????,tuzak,Avci antilopu tuzaga düsürmek için çalilarin arkasina saklandi.
6615,1,travel,V,"I like to travel.
",????? ?????,??? ??? ????? ????? ??? ??????,"???? ??? ???? ???? ??.
",??,??????,seyahat,Seyahat etmeyi severim.
6615,2,travel,V,"This food will not travel for a long distance.
",?????,??? ???? ??? ??????? ?????,?? ????? ???? ???? ?? ????? ??? ?? ???? ??? ???,??,???????????,seyahat,Bu yiyecek uzun mesafelere seyahat etmeyecek.
6615,3,travel,N,"Ram`s travels are always adventurous.
",?????,??? ????? ????? ??? ????? ?????? ?????,??? ?? ??? ????? ??? ???? ?? ?????? ???? ???,??,????????????,seyahat,Ram'in seyahatleri her zaman maceralidir.
6615,4,travel,Adj,"Take your travel bag.
",??????,????? ????? ??? ?????,"???? ????? ??? ?? ???
",??,????????,seyahat,Seyahat çantanizi alin.
6616,1,trawl,N,"They use trawls to catch big fish.
",???,???? ???  ????? ???? ?????? ????? ??? ???????? ??????,?? ??? ??????? ?? ????? ?? ??? ???  ?? ??????? ???? ????,??,??????????,trol,Büyük baliklari yakalamak için trolleri kullanirlar.
6617,1,tray,N,"She brought two tea cups in a wooden tray.
",????? ?????,???? ???? ????? ????? ????? ?? ????? ???????,???? ???? ?? ???? ?? ???? ?? ?? ?? ????,??,????????????????,tepsi,Tahta bir tepsi içinde iki çay bardagi getirdi.
6618,1,treason,N,"He was sent out of the country for treason.
",???????,??? ??   ??????? ??? ??????? ???? ?????? ?????  ?????? ?,"??? ????? ?? ????? ??? ??? ?? ???? ???? ??? ??? ????
",???,???????????,ihanet,Vatana ihanet suçundan yurt disina gönderildi.
6619,1,treasure,N,"They found a treasure.
",???????,???? ???? ????????,"????? ??  ??? ????? ?????
",??,????????,hazine,Bir hazine buldular.
6619,2,treasure,N,"She is a great treasure to everyone.
",????? ????,?? ????  ??????? ??????? ????? ??? ????? ?????,?? ?? ?? ??? ??? ????? ??? ???,??,?????????????????,hazine,O herkes için büyük bir hazinedir.
6619,3,treasure,V,"We should treasure our ancient monuments.
",??? ??????????????? ??????,??? ??? ? ??????????? ??????  ???????? ????????? ,"???? ???? ???? ???????? ?? ????? ????? ??????
",??,???????????????,hazine,Kadim anitlarimiza sahip çikmaliyiz.
6619,4,treasure,V,"I shall treasure the memory of childhood.
",????????? ??????,??? ???  ????????? ???? ????????? ???????,"??? ???? ?? ????? ?? ????? ????? ???
",??,??????????,hazine,Çocuklugumun anisina deger verecegim.
6619,5,treasurer,N,"He was appointed as a treasurer recently.
",????????,??? ??? ????? ??? ???????? ??????? ????? ?,"????? ??? ?? ??? ?????? ?? ??? ?? ???? ??? ??? ????
",????,????????????,sayman,Geçtigimiz günlerde sayman olarak atandi.
6619,6,treasury,N," Ramdas works in the treasury.
",???????, ?????? ??? ?????? ???? ??? ??????," ?????? ????? ??? ??? ???? ???
",??,???????????,hazine,Ramdas hazinede çalisiyor.
6619,7,treasury,N,"Gold reserves are kept in a treasury.
",???????,????? ????? ????? ??? ?????? ???? ??????? ??????,"???? ??????? ?? ????? ??? ???? ???? ???
",??,???????????,hazine,Altin rezervleri hazinede tutulur.
6620,1,treat,VI,"We should treat animals in a human way.
",?????? ????????? ???,???? ???  ??????? ???? ???????  ???? ?????? ????? ,"???? ??????? ?? ???? ?????? ????? ??? ???? ???? ??????
",??,???????????????,davranmak,Hayvanlara insan gibi davranmaliyiz.
6620,2,treat,VI,"Krishna treated Sudama as his close friend.
",?????,????? ??? ???????? ???? ?????? ??? ??????,"?????  ?????? ?? ???? ????? ???? ??????????
",??,????????????????,davranmak,"Krishna, Sudama'ya yakin arkadasi gibi davrandi."
6620,3,treat,VI,"He treats his workers like dirt.
",??? ?????????? ?????,??? ??? ?????? ???????? ???? ????? ?????? ????? ?,"?? ???? ??????? ?? ???? ????  ???? ???? ???
",??,??????????????,davranmak,Çalisanlarina pislikmis gibi davraniyor.
6620,4,treat,VI,"She was treated for Jaundice.
",???? ?????,????? ?? ????? ????? ???? ???????,"?? ?? ????? ?? ?????? ?? ?? ???? ??? ????
",??,?????????,davranmak,Sarilik tedavisi gördü.
6620,5,treat,VI,"Treat the crops with pesticide.
",???? ????? ??????,???? ?? ??? ??????,"???? ??? ??? ?? ????? ?? ???? ?????
",??,?????????,davranmak,Mahsulleri böcek ilaci ile tedavi edin.
6620,6,treat,VI,"She treated her friends to an icecream.
",?????? ????,???? ??? ?????? ????? ??? ????? ????? ?????,"?? ?? ???? ?????? ?? ??? ????? ????? ?? ???? ???
",??,????????????,davranmak,Arkadaslarina dondurma ikram etti.
6620,7,treat,N,"The concert was a real treat for the music lovers.
",?????,??????? ????? ???  ??????? ?????? ????? ??? ??? ????? ???? ?,????? ?????? ?? ?????? ?? ??? ??? ???? ???? ???? ????,??,???????????????????????,davranmak,Konser müzikseverler için büyük bir keyifti.
6620,8,treat,N,"This is my birthday treat to you.
",??????,??? ????  ????? ????? ????? ?? ?????? ?????? ?,"?? ?? ?? ??? ???? ?????? ?? ???? ???
",??,???????????,davranmak,Bu sana dogum günü hediyem.
6620,9,treatment,N,"His treatment towards the guests was not cordial.
",??????,???? ????? ?????  ?????? ?????? ???? ????????,"??????? ?? ???? ?? ?? ???? ??????? ???? ????
",??,?????????????,tedavi,Misafirlere karsi davranisi samimi degildi.
6620,10,treatment,N,"She is undergoing medical treatment.
",????,?????  ??? ???? ???? ?????,"?? ??? ???? ?? ??? ???
",??,????????,tedavi,Tibbi tedavi görüyor.
6620,11,treatment,N,"Kalidasa`s treatment of love in Meghasandesha is very vivid.
",??????,???????????? ???? ??? ???? ???? ?????? ???? ?????? ???????,?????????? ??? ???? ??? ?? ???? ?? ??? ????   ?????  ?? ???,??,«?????»????????????????,tedavi,Kalidasa'nin Meghasandesha'daki aska yaklasimi çok canlidir.
6621,1,treaty,N,"Treaty helps two nations to have cordial relations.
",??????,????? ??? ??? ???? ?????? ???????? ?????? ????? ????? ???? ??? ??????,"?????? ?? ????? ?? ?????? ??????? ?????? ????? ??? ??? ???? ???
",??,????????????????,anlasma,Antlasma iki ülkenin samimi iliskiler kurmasina yardimci olur.
6621,2,treaty,N,"They had a treaty with the auctioneer.
",?????????,????? ???? ????????? ??????? ????? ?????,"""?? ?? ????? ???? ???? ?? ???? ?????? ????",??,????????????,anlasma,Müzayedeciyle bir anlasmalari vardi.
6622,1,tree,N,"She reads under the shade of a tree.
",???,?? ???? ???? ??? ????  ??  ??????,"?? ??? ???? ?? ???? ?? ???? ????? ???
",?,????????,agaç,Bir agacin gölgesinde kitap okuyor.
6623,1,tremble,VT,"Her voice trembled with fear when she got the news.
",????? ????????????,?????? ????? ?? ????? ????? ????? ???? ????? ???? ?????  ????? ????????,"?? ??? ??? ??? ?? ?? ?? ???? ??? ?? ???? ?????
",??,?????????,?????????,titremek,Haberi aldiginda sesi korkudan titriyordu.
6623,2,tremble,VT,"Leaves swayed and trembled by the cool breeze .
",?????????????,??? ??? ???????  ??? ???? ??????? ??? ???? ????? ????????????,????? ??? ?? ?????? ?? ??? ???? ??? ?????? ????,??,????????????,titremek,Yapraklar serin esintiyle sallaniyor ve titriyordu.
6623,3,tremble,N,I noticed a tremble in her face.,??????? ????,??? ???? ???? ??????? ?????? ???? ????????,??? ?? ?? ?? ???? ?? ??????? ??????,??,???????????,titremek,Yüzünde bir titreme fark ettim.
6624,1,tremendous,Adj,"He did a tremendous job.
",?????? ???,?????? ???  ?????? ??? ????,"?? ?? ?????? ??? ????
",???,????????,muazzam,Muazzam bir is basardi.
6625,1,trend,N,"Youth follows the general trends in fashion.
",??????,?????? ??? ?????? ???? ???  ???????? ???????? ?????,"?????? ???? ??? ??? ??????? ?? ????? ???? ????
",??,????????????,egilim,Gençlik modadaki genel trendleri takip ediyor.
6626,1,trial,N,"It was just a trial.
",???????,?? ?? ??? ??? ????????,"?? ??? ??? ?????? ????
",??,????????,durusma,Bu sadece bir denemeydi.
6626,2,trial,N,"The new medicine has undergone trials before entering the market.
",???????? ???????,?????? ????? ????  ????? ???? ????? ???????? ??????? ????? ?????,??? ??? ????? ??? ??? ?? ???? ???????? ?? ??? ??? ???,??,?????????????????,durusma,Yeni ilaç piyasaya sürülmeden önce denemelerden geçti.
6626,3,trial,N,"Trials for the olympic games will be held.
",????????,?????? ????? ?????  ?? ???????? ?????? ??????,?????? ??????  ?? ??? ??????? ????? ??? ????? ???,??,??????????,durusma,Olimpiyat oyunlari için denemeler yapilacak.
6626,4,trial,N,"My trial is in August.
",????????,??? ??? ????? ???? ???????? ?,"???? ??? ???? ?????? ???
",??,????????,durusma,Durusmam agustosta.
6626,5,trial,N,"The trial of the case begins tomorrow.
",????????,?????? ????? ???? ???? ?????,"?? ??? ?? ????? ?? ?? ???? ?????
",??,???????????,durusma,Davanin durusmasi yarin basliyor.
6627,1,tribe,N,"He belongs to the Masai tribe.
",???????,??? ???  ????? ??????? ????  ????? ?????? ?,"?? ?? ???? ????? ????? ?? ???
",??,????????,kabile,Kendisi Masai kabilesine mensuptur.
6627,2,tribe,N,"A tribe of social workers welcomed him.
",?????,?????? ???????? ??????  ????  ?????  ???? ??? ?????????,"????? ??????? ?? ??? ????? ?? ?? ?? ??????? ????
",??,???????????,kabile,Sosyal hizmet uzmanlarindan olusan bir kabile onu karsiladi.
6627,3,tribe,N,"She has to collect the sample tribes from the forest for the test.
",???,????? ??? ??????? ????? ??? ?????? ??????? ??? ????? ??????? ?????,??? ?????? ?? ??? ???? ?? ??????? ?? ????? ??? ???? ???? ????,??,??????????????????,kabile,Test için ormandan örnek kabileleri toplamasi gerekiyor.
6628,1,tribute,N,"Our country paid tribute to the Jawans who laid their lives in the Kargil conflict.
",??????? ????????,???? ????? ???? ???? ????? ???? ?????? ??? ??? ????? ?????? ???? ????? ??????,????? ??? ??  ?? ?????? ?? ???? ????? ??? ??? ????? ?? ????? ???? ??? ???? ????? ??????,?,???????????????????????,haraç,"Ülkemiz, Kargil çatismasinda canlarini veren Jawan'lari anmistir."
6628,2,tribute,N,"Aurangazeb was collecting tributes from the neighbouring states.
",???,????????? ??? ????? ???? ????? ??? ??? ?????,"???????? ?????? ??????? ?? ??? ??? ????? ????
",?,??????????????,haraç,Aurangzeb komsu eyaletlerden haraç topluyordu.
