seq_num,word,word_type,english_example,kashmiri_word,kashmiri_example,urdu_translation,chinese_word,chinese_example,turkish_word,turkish_example
1,stride,V,"Ram strode towards the class when he saw the principal coming.
",??? ????? ?????,???? ??? ?????? ??? ??? ??? ?????? ??????????? ???? ,??? ???? ?? ??? ???? ??  ???? ?? ?? ?? ?????? ?? ??? ??????,??,??????,?????????,adim,Ram müdürün geldigini görünce sinifa dogru yürüdü.
2,stride,V,"Girls should not stride their limits.
",???? ?????? ?????,?????? ??? ??? ??? ????? ????? ,"?????? ?? ???? ?? ?? ??? ???? ????? ??????
",??,??????????????,adim,Kizlar sinirlarini zorlamamali.
3,stride,N,"With each stride he came closer to success.
",?????,?????? ????? ??????? ???? ?? ??? ??????? ?????? ,?? ??? ?? ???? ?? ??????? ?? ???? ??? ????,??,???????????????,adim,Her adimda basariya daha da yaklasiyordu.
4,stride,N,"A stride in the morning is good for health.
",?????? ?????? ??? ?????,?????? ??? ??? ??? ??? ????? ?????? ,??? ?? ??? ??? ??? ?????? ??? ?? ??? ???? ???,??,???????????,adim,Sabahlari bir adim atmak sagliga faydalidir.
1,strike,N,"Workers organised a strike so as to increase their wages.
",??????,???????? ???? ?????  ?????? ???????? ????? ,"??????? ?? ????? ?? ?????? ??? ???? ?? ?? ???? ??? ????? ??? ??????
",??,????????????,çarpmak,Isçiler ücretlerini artirmak için grev düzenledi.
1,strike,V,"The car struck the pole.
",??????? ???,???? ???? ????? ??????? ,???? ????? ?? ???? ????,??,????????,çarpmak,Otomobil direge çarpti.
3,strike,V,"Ram struck Rahul because of jeolousy.
",???? ?????,???? ??? ???????  ???? ???? ???? ,"??? ?? ??? ?? ??? ?? ????? ?? ?????
",??,????????????,çarpmak,Kiskançlik yüzünden Ram kamyonu Rahul.
4,strike,V,"An idea of how to make a model plane struck Bob today.
",????? ???????????? ????? ?????,???? ???? ????? ???? ??? ????? ??? ???? ?? ?? ????? ,??? ???? ????? ????? ?? ??? ???? ?? ??? ?? ????,??,??????????????????,çarpmak,Bugün Bob'un aklina bir model uçagin nasil yapilacagi fikri geldi.
5,strike,V,"I was struck between two loyalties.
",??????,??? ????? ??? ??????? ?????? ???????? ,??? ?? ????????? ?? ?????? ???? ??? ???.,??,?????????????,çarpmak,Iki sadakat arasinda kaldim.
6,strike,V,"A rich reserve of petroleum has been strucked in Bombay highway.
",???? ?????,????? ???? ???? ????? ??? ?????????? ??? ???? ???? ????? ???? ???? ,"????? ???? ?? ??? ??????? ?? ??? ????? ?? ????? ????
",??,?????????????????,çarpmak,Bombay otoyolunda zengin bir petrol rezervine ulasildi.
7,strike,V,"The government will strike a Re.1 coin.
",????? ???????,????? ????? ??? ?????? ????? ????? ,????? ??? ???? ?? ??? ????? ?? ,??,????? Re.1 ???,çarpmak,Hükümet bir Re.1 parasi çikaracak.
8,strike,V,"Mary heard the clock strike.
",?????,???? ???? ??? ????? ???? ,???? ?? ???? ?? ???? ????,??,?????????,çarpmak,Mary saatin vurusunu duydu.
9,strike,N,"Factory workers are on strike because they want bonus.
",??????,?????? ?????? ??????? ?? ??????? ????? ??????? ??? ??? ????? ??? ?????,?????? ????? ????? ?? ??? ?????? ?? ???? ????? ????,??,????????????????,çarpmak,Fabrika isçileri ikramiye istedikleri için grevdeler.
10,striking,Adj,"There is a striking similarity between my two sketches.
",????? ??????,??????? ??? ?????? ?????? ??? ?????? ????,???? ????? ????? ??? ???? ????? ?????? ???,????,???????????????,çarpici,Iki çizimim arasinda çarpici bir benzerlik var.
1,string,N,"I tied up my luggage with a string.
",???,??? ??? ????? ?????? ??? ???? ????,"??? ?? ???? ????? ??? ?? ???? ????? ????
",??,???????????,sicim,Bagajimi iple bagladim.
2,string,N,"Her fingers are running on gitar`s string like an expert gitarist.
",???,???? ?????? ????????? ??? ????? ???? ???? ????? ????? ???? ?????? ????? ????,?? ?? ??????? ??? ???? ?????? ?? ??? ????? ?? ??? ?? ?? ??? ???,??,????????????????????,sicim,Parmaklari uzman bir gitarist gibi gitar telinin üzerinde geziniyor.
3,string,N,"A string of imported beads is used to make the necklace.
",?????,????? ????? ?????? ??????? ?????? ????? ??????? ???   ???  ?????? ???? ????? ????,??? ????? ?? ??? ????? ?????? ?? ??? ??? ??????? ??? ???? ???,??,?????????????,sicim,Kolyenin yapiminda bir dizi ithal boncuk kullanildi.
4,string,N,"A computer has two strings of number.
",?????,????????? ??? ????? ?????? ?? ????? ???? ,"??? ??????? ??? ???? ?? ?? ??? ???? ????
",??,?????????,sicim,Bir bilgisayarin iki sayi dizisi vardir.
5,string,V,"I helped him to string the boy.
",??? ???? ???????,??? ??? ??? ?????? ??? ???? ??????? ???? ???? ,"??? ?? ???? ?? ???????  ??? ?? ?? ??? ???
",??,??????????,sicim,Çocugu asmasina yardim ettim.
6,string,V,"Fibers strung together to form rope.
",??????? ????,??? ??????? ????? ??? ??? ????? ??????? ???? ,??? ????? ?? ??? ???? ??? ??? ??? ???? ????,??,???????????,sicim,Lifler bir ip olusturacak sekilde bir araya dizildi.
1,strip,N,"Cut the paper into strips for decoration.
",?????,???? ???? ?????? ???? ????? ????? ????? ,"????? ?? ??? ???? ?? ????  ??? ??? ????
",?,???????????,serit,Dekorasyon için kagidi seritler halinde kesin.
2,strip,N,"Indians are playing in blue and white strips.
",?????,?????????? ??????? ??? ???? ??? ????? ????? ??? ???? ?????? ?????? ,"?????????  ??????  ???? ??? ???? ?????? ?? ???? ??? ?? ???? ??? ????
",?,?????????????????,serit,Hintliler mavi-beyaz seritler halinde oynuyorlar.
3,strip,N,"Do you have a strip?
",????? ????,??? ?? ??? ????? ???? ? ,"??? ?? ?? ??? ??? ??? ???
",?,??????,serit,Serit var mi?
4,strip,V,"The children stripped off their clothes for swimming.
",????? ??????,????? ???? ??? ???? ????????? ?????? ????? ????? ,"???? ?? ?????? ?? ??? ???? ???? ???? ?????
",?,???????????,serit,Çocuklar yüzmek için kiyafetlerini çikardilar.
5,strip,V,"Our land is stripped off trees.
",?????? ??????,?? ????? ??? ?????? ????? ????? ,"????? ???? ?????? ?? ??????  ???
",?,???????????????,serit,Topraklarimiz agaçlardan arindiriliyor.
6,strip,V,"The inspector was stripped of his rank.
",?????? ?????? ???????????,???????? ?? ????? ???? ????? ?????? ?????,"??????? ?? ?? ?? ???? ?? ??? ??? ??? ????
",?,??????????,serit,Müfettisin rütbesi elinden alindi.
1,strive,V,"Students should strive hard to get success in exams.
",?????? ??????,????? ??? ?????? ?????? ????? ??????? ???? ??????? ????? ????? ????? ,"????? ?? ???????? ??? ??????? ???? ???? ?? ??? ??? ?????? ???? ??????
",??,?????????????????,çabalamak,Ögrencilerin sinavlarda basarili olmalari için çok çabalamalari gerekmektedir.
2,strive,V,"White blood cells of human body strive against disease.
",??????? ? ?????,?????? ??? ??? ????? ???? ?????? ??????? ???? ??????? ???? ,????? ?? ??? ??? ????? ???? ???? ??? ?????? ?? ???? ??? ??? ???? ?? ,??,?????????????,çabalamak,Insan vücudundaki beyaz kan hücreleri hastaliklara karsi mücadele eder.
1,stroke,V,"Students who create fuss in the class are stroked by teacher.
",?????,???? ???? ?????? ???? ???? ????  ??????? ??? ??? ???? ,"???? ??? ?????? ???? ???? ???? ???? ?? ?????? ?? ???? ?
",??,???????????????,felç,Sinifta gürültü çikaran ögrenciler ögretmen tarafindan oksaniyor.
2,stroke,V,"The master stroked his pet dog.
",???? ????,?????? ????? ????? ?????? ?????? ???? ,????? ?? ???? ????? ??? ?? ???? ?? ????? ,??,???????????,felç,Usta evcil köpegini oksadi.
3,stroke,N,"Strokes played by Martina mings are exciting.
",??????,???????? ??????? ?????? ????? ??? ?????? ????,"??????? ????? ?? ????? ????? ??? ?????? ????? ????
",??,???·??????????,felç,Martina Mings'in yaptigi vuruslar heyecan verici.
4,stroke,N,"His punishment was six strokes of the cane.
",???,???? ????? ??? ??? ??? ??? ??????,?? ?? ??? ???? ???? ??,??,??????????,felç,Cezasi alti baston vurusuydu.
5,stroke,N,"The student`s name was removed from the register with the stroke of a pen.
",????,????? ????? ??? ?? ?????? ????? ??? ??? ???? ???? ????? ,???? ??? ?? ??? ??? ?? ??? ?? ????? ?? ???? ??? ????,??,????,??????????????,felç,Ögrencinin adi bir kalem darbesiyle kayitlardan silindi.
6,stroke,N,"At the first stroke it will be 9`o clock.
",???????,???????? ??????? ?? ??? ?????? ,"???? ?????? ?? 9 ??? ??? ???
",??,??????,??? 9 ??,felç,Ilk vurusta saat 9'u gösterecek.
7,stroke,N,"For me, free style is best stroke in swimming.
",???,?????? ????? ??? ???? ???? ????????? ?????? ??????? ???????? ,???? ??? ?????? ??? ??? ?????? ?????? ?????? ???,??,????,?????????????,felç,Benim için yüzmede en iyi vurus serbest stildir.
8,stroke,N,"He gave his pet dog a stroke.
",?????? ??????????? ????,???? ????? ????? ?????? ?????? ????,???? ???? ????? ??? ?? ???? ?? ?????,??,???????????,felç,Evcil köpegine felç verdi.
9,stroke,N,"It is a sheer stroke of luck that he arrived just when I needed him.
",?????,??? ??? ??? ??????? ???? ?? ??? ?? ???? ?????? ?????? ??? ???? ????? ?????? ??,?? ???? ?? ????? ????? ?? ?? ?? ?? ??? ????? ?? ???? ?? ?? ????? ????,??,?????????????,????????,felç,Tam ihtiyacim oldugu anda gelmesi tam bir sans eseri.
10,stroke,N,"The stroke made him deaf.
",????????,??? ???? ???? ??? ???? ,????? ?? ??? ???? ?? ????,??,???????,felç,Felç onu sagir yapti.
1,strong,Adj,"For being an athlete you should be strong.
",????,??????? ????? ????? ????? ?? ???? ???? ,?????? ???? ?? ??? ?? ?? ????? ???? ??????,??,???????,??????,güçlü,Bir sporcu olmak için güçlü olmaniz gerekir.
2,strong,Adj,"Politicians with strong voices have great impact on the audience.
",????,????? ??? ???? ???? ???? ??? ????  ???  ???????? ????? ???? ??? ?????? ,"????? ???? ???? ?????????? ?? ?????? ?? ??? ??? ???? ???
",??,????????????????,güçlü,Sesi güçlü olan politikacilarin seyirci üzerinde büyük etkisi vardir.
3,strong,Adj,"Strong wind is blowing.
",???,??? ??? ??? ????? ,"??? ??? ?? ??? ???
",??,?????,güçlü,Güçlü rüzgar esiyor.
4,strong,Adj,"The school has a strong tradition of academic excellence.
",??????,??????? ??? ??????? ????? ????? ??? ?????? ??????? ,????? ??? ?????? ????? ?? ??? ????? ????? ???,??,??????????????,güçlü,Okulun güçlü bir akademik mükemmellik gelenegi vardir.
5,strong,Adj,"I had a strong impression that someone was following me.
",?????????????,??? ??? ???? ????? ??? ??? ??? ???? ?????? ???? ,???? ??? ????? ????? ??? ?? ???? ???? ????? ?? ??? ???,??,?????????,???????,güçlü,Birinin beni takip ettigine dair güçlü bir izlenimim vardi.
6,strong,Adj,"A strong evidence should be there to claim the accident.
",????????????,?????? ???? ????? ????? ???? ??? ?????? ????? ???? ,"?? ????? ?? ???? ???? ?? ??? ??? ????? ???? ???? ??????
",??,?????????????????,güçlü,Kazayi iddia etmek için güçlü bir delilin olmasi gerekir.
7,strong,Adj,"My mother always prefers strong coffee.
",?????,????? ??? ??? ?????? ??? ???? ?????? ,???? ????? ????? ??? ???? ?? ????? ???? ????,??,???????????,güçlü,Annem her zaman sert kahveyi tercih eder.
8,strong,Adj,"This cheese tastes strong.
",???,??? ?????? ??? ??? ???? ,?? ???? ?? ??? ???? ????? ???,??,?????????,güçlü,Bu peynirin tadi güçlüdür.
9,strong,Adj,"Ultra voilet rays have strong impact on human body.
",????????????,???? ????? ?????? ??? ????? ??????? ???? ????? ??? ??? ???? ,"???? ????? ?????? ?? ?????? ??? ?? ???? ??? ???? ???
",??,?????????????,güçlü,Ultraviyole isinlarinin insan vücudu üzerinde güçlü etkisi vardir.
10,strongly,Adv,"I strongly believe that our team will win this time.
",????? ?????,???? ???? ???? ????? ??? ???? ????? ?????? ??????,"???? ???? ???? ?? ?? ????? ??? ?? ??? ??? ???? ???
",???,?????????????,siddetle,Bu sefer takimimizin kazanacagina yürekten inaniyorum.
11,strongly,Adj,"This is a strong building.
",???????,??? ??? ?????? ????? ,"?? ??? ????? ????? ???
",???,??????????,siddetle,Bu güçlü bir bina.
1,struck,V,"Teacher struck me because I was talking.
",?????,??????? ??? ??? ?????? ??? ??? ???? ????? ????,"?????? ?? ???? ???? ?????? ??? ??? ?? ??? ????
",??,?????,??????,vurmak,Konustugum için ögretmen bana vurdu.
1,structural,Adj,"He showed the structural modifications with the help of a diagram.
",?????????,???? ??? ???????? ?????? ????? ?????? ?????? ,"?? ?? ???? ?? ??? ?? ???????? ?????? ?? ???????
",????,?????????????,yapisal,Yapisal degisiklikleri bir diyagram yardimiyla gösterdi.
2,structure,N,"Subject,verb and object are parts of the structure of a sentence.
",????,??????? ??? ??? ?????? ??? ????? ??? ??????? ????? ,?????? ??? ??? ????? ???? ?? ???? ?? ??? ????,??,??????????????????,yapi,"Özne, fiil ve nesne cümle yapisinin parçalaridir."
3,structure,N,"Our body is a structure of bones and flesh.
",???????,??? ??? ??? ??????? ??? ????? ??????? ,????? ??? ????? ??? ???? ?? ??? ?????? ???,??,??????????????????,yapi,Vücudumuz et ve kemiklerden olusan bir yapidir.
4,structure,V,"To get success movements should be structured.
",???,??????? ????? ????? ????? ???? ????? ??????? ????? ??? ,"??????? ???? ???? ?? ??? ??????? ?? ?????? ??? ???? ??????
",??,??????,??????????,yapi,Basariya ulasmak için hareketler yapilandirilmalidir.
1,struggle,V,"Although he had almost no chance of survival after the accident but he struggled out of it.
",???????? ??????,?????? ??? ?????? ?????? ???? ????? ?????? ?????? ??? ???? ??? ?????? ???? ???? ????? ?????? ?????,????? ?? ????? ?? ??? ?? ?? ???? ?? ??????? ???? ????? ???? ??? ???? ?? ?? ?? ???? ??? ????,??,?????????????????,????????????,çabalamak,"Kazadan sonra hayatta kalma sansi neredeyse hiç olmamasina ragmen, mücadele ederek kurtuldu."
2,struggle,V,"Though the wind was blowing in the opposite direction the bowlers struggled to keep the length.
",?????? ??????,?????? ?? ??? ?????? ??? ???? ????? ??? ?????? ??? ????? ?????? ?????? ??????? ??????,"????? ????? ??? ??? ??? ?? ??? ??? ?? ??? ?????  ?????? ?? ?????? ????? ?? ??? ?????? ?? ??? ????
",??,??????????,???????????,çabalamak,Rüzgar ters yönden esmesine ragmen bowling oyunculari uzunlugu korumakta zorlandi.
3,struggle,V,"A guy struggled to get away from the police.
",???? ??????? ????????????? ??????,????? ??? ??? ?????? ???????? ????? ?????," ???? ?? ????? ?? ??? ???? ?? ??? ?????? ???
",??,???????????,çabalamak,Bir kisi polisten kaçmaya çalisti.
4,struggle,N,"Launching of different product involves the struggle of different companies.
",????????????????,?????? ???????? ??????? ???? ????? ??? ??????? ??????? ????? ?????? ????? ???? ,????? ??????? ?? ???? ??? ????? ??????? ?? ?????? ???? ???,??,?????????????????,çabalamak,"Farkli ürünlerin piyasaya sürülmesi, farkli sirketlerin mücadelesini içerir."
5,struggle,N,"After a long struggle he cleared the exams.
",??????,?????? ?????? ????? ????? ???? ??? ??????? ???? ??????,???? ?????? ?? ??? ?? ?????? ??? ??? ???,??,????????,???????,çabalamak,Uzun bir mücadelenin ardindan sinavlari kazandi.
1,stubborn,Adj,"My Mother is stubborn.
",??? ??????????,????? ??? ??? ???,???? ??? ??? ???,???,????????,inatçi,Annem inatçidir.
2,stubborn,Adj,He was too stubborn to admit that he was wrong., ???? ?????? ????????,??? ??? ?????? ??? ????? ???? ?????? ?????,??  ??? ??? ??? ???? ???? ?? ????? ?? ?? ,???,?????,?????????,inatçi,Hatali oldugunu kabul edemeyecek kadar inatçiydi.
1,stuck,V,"I stucked the painting on the wall.
",????????,??? ????? ???? ????? ??????,"??? ?? ????? ?? ????? ?? ???? ????
",??,??????????,sikismak,Tabloyu duvara yapistirdim.
2,stuck,Adj,"We were stuck in traffic jam for an hour.
",????? ??????,???? ????? ?????? ???? ???? ??????? ????? ????,"?? ??? ????? ????? ??? ??? ???? ??? ????
",??,??????????,sikismak,Bir saat boyunca trafikte sikisip kaldik.
1,student,N,"He is a student of biology.
",?????? ????,??? ??? ??????? ????? ?????? ??? ,"?? ??????? ?? ???? ??? ???
",??,?????????????,ögrenci,Kendisi biyoloji ögrencisidir.
1,studied,Adj,"He replied with studied indifference.
",??????? ???????,???? ?????? ????????? ?????? ??? ???? ??? ????,?? ?? ???? ???? ?? ??????? ?? ???? ????,???,???????????,okudu,Çaliskan bir kayitsizlikla cevap verdi.
2,studied,Adj,"He observed the studied slowness of his movements.
",?????? ?????? ???????,???? ??? ???? ?????? ????? ???? ?????? ?????? ????? ????? ?????? ,"?? ?? ???? ??? ? ????  ??? ??? ??? ?? ?????? ????
",???,??????????????,okudu,Hareketlerinin önceden belirlenmis yavasligini gözlemledi.
1,studio,N,"Ashok has his own studio.
",????????,?????? ??? ???? ????????,"???? ?? ???? ??????? ???
",???,???????????,stüdyo,Ashok'un kendi stüdyosu var.
3,study,V,"I study in class Xth.
",?????,??? ???? ?????? ???? ????? ,??? ????? ????? ??? ????? ????,??,??X????,çalismak,X. sinifta okuyorum.
4,study,N,"A study of grammar is important for everyone.
",???????,????? ???? ??? ??????? ??????? ????? ??????,????? ?? ?????? ?? ??? ?? ??? ????? ???,??,?????????????,çalismak,Dilbilgisi çalismasi herkes için önemlidir.
1,stuff,N,"What is this stuff?
",?????????,??? ????? ??? ????,"?? ????? ??? ???
",??,???????,sey,Bu sey nedir?
2,stuff,V,"He stuffed the bag with his books.
",???? ???? ?????,???? ??? ????? ???? ???? ???? ??????? ,"?? ?? ??? ???  ???? ?????? ???? ??
",??,?????????,sey,Çantasini kitaplariyla doldurdu.
1,stumble,V,"I stumbled over a tree root.
",??????? ?????,??? ???? ????? ??? ?????? ???? ??????,"???? ???? ?? ?? ?? ????? ????
",??,??????????,yanilmak,Bir agacin köküne takildim.
2,stumble,V,"He stumble from the ladder.
",???? ?????,??? ???? ???? ????? ????,?? ????? ?? ?? ????,??,?????????,yanilmak,Merdivenden tökezledi.
3,stumble,V,"She stumbled but then continued.
",????? ??????,???? ??? ???? ??? ??? ??????? ???? ,"???? ???? ?? ??? ???? ?????
",??,????,????????,yanilmak,Tökezledi ama sonra devam etti.
1,stun,V,"I was stunned by his corpse.
",???? ???????????? ??????,??? ??? ???? ????? ??? ??????? ?????? ,??? ?? ?? ??? ???? ?? ??? ?? ????,??,??????????,sersemletmek,Onun cesedi karsisinda hayrete düstüm.
2,stun,V,"I was stunned by her beauty.
",???? ??????????? ??????,??? ??? ????? ????? ???? ??????? ????? ,"??? ?? ?? ???????? ???? ?? ??? ?? ????
",??,??????????,sersemletmek,Onun güzelligi karsisinda hayrete düstüm.
1,stupid,Adj,"He is really stupid.
",?????,??? ??? ????? ????? ??????,"?? ????? ?????? ???
",???,????????,aptal,O gerçekten aptaldir.
1,sturdy,Adj,"He is quite sturdy on his decisions.
",??? ????,??? ??? ????? ?????? ????? ???? ???? ,"?? ???? ?????? ?? ???? ?????  ???
",???,????????????,saglam,Kararlarinda oldukça kararlidir.
2,sturdy,Adj,"The company offers a range of sturdy footwear.
",???????,????? ??? ?????? ?????? ????????? ??? ???? ,????? ????? ???? ?? ??? ??? ??? ???? ???,???,??????????????,saglam,Sirket çesitli saglam ayakkabilar sunmaktadir.
1,style,N,"His style of writing is fabulous.
",?????????????,???? ????? ???????? ?????? ??? ?????? ,"?? ?? ????? ?? ????? ?????? ???
",??,??????????,stil,Yazim tarzi muhtesem.
